Taxonomy	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Candidatus Arthromitus|s__Candidatus Arthromitus	0.0	1.041075639350577e-05	0.0	0.0	0.00022734553421033596	0.0	0.0	5.375592659090665e-06	0.0	0.0035702142128527714	0.003169247264356217	0.0	0.0	0.0	3.1284706471241534e-05	0.0	0.0	0.0	0.0	0.005321074350249764	1.073525780721624e-05	0.0	5.447928697509207e-06	0.0	0.002225858902646299	0.00024049301067187735	0.0	0.0	0.0	0.0	0.0	0.031438345007330185	0.038927137652247604	0.00039036161680684197	0.0	0.0005886945852491728	0.0	0.20749003232617477	0.0003204292665971498	0.0	0.08411214953271028	0.0018087246885568732	0.00028833458952789005	1.0710823823014348e-05	0.0	0.001941142375958268	0.0	0.0	0.0	0.0	0.0	0.0	0.002118055373516968	0.00517240483035032	0.0	0.0	0.007225209789127092	0.0	0.0	1.1221266544354862e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.004138939254421355	0.0	2.013058036463191e-05	0.0	0.0	0.0	0.0	0.0	0.010687977691089251	3.8414680993513406e-05	0.0	0.00024241088645253706	0.0	0.013095586085939784	5.4553885600501896e-06	0.0	0.00013936778642660995	0.04152247326105367	0.0	0.0	7.048056904927134e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002899936432552837	0.0	6.353612761964342e-05	0.0	0.0	0.00010989346439146494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0033812161745473105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002816232543499749	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium sensu stricto 1	5.788651086424561e-05	5.7259160164281735e-05	5.344208111685728e-05	0.0	0.0006458679949157271	0.0001389102490958431	0.0019718562337545935	0.0023383828067044393	8.250357085767619e-05	0.0008713022781366882	3.153479865031062e-05	0.0	0.00495537526424275	0.000645810174157006	0.00013035294363017305	0.0005515361905070889	0.0022144307067724672	0.0009708577196979309	0.0	0.00022752893237219598	6.441154684329744e-05	0.0	0.00010351064525267493	0.0002459779980531103	5.788285562437184e-05	0.0	6.103925434446893e-06	1.85320171482932e-05	0.0009751706548646013	0.0001659289074919578	0.002184864190003339	0.0	0.0	1.1829139903237635e-05	9.15399886719264e-05	1.2393570215772057e-05	5.27067554248428e-06	6.287100441668806e-05	0.0	5.460422855145902e-06	2.6611031869371765e-05	0.0001391326683505287	0.004416071871190316	0.0011192810895049993	0.00032809787900596926	0.005046970177491498	0.0	0.004332114705944507	0.0023376135967616545	0.0035960130510902435	0.0038628553160881263	0.0	0.0	0.0	0.0	4.268487888165617e-06	0.0	0.0003008916294995677	0.0005050083655733601	2.8053166360887154e-05	0.0	0.00035077115689724026	2.442503468354925e-05	0.0	6.486451424586895e-05	0.0	2.8478939824000152e-05	0.0	2.013058036463191e-05	0.0	0.0	4.924580056435687e-06	5.3128469953193816e-05	0.0	1.0252256778023262e-05	2.7439057852509576e-05	0.0	0.00014875213486860228	0.0007514390056959076	0.0001381839440886503	7.092005128065246e-05	0.0	1.0323539735304442e-05	5.2275554905015314e-06	1.6561226855685468e-05	0.0	0.00010843164469118667	0.00010628460892578146	0.0001803248173484108	0.0001792460634806828	0.0004661381065875448	0.00034982381600539366	0.010645241149596021	0.005352825102137239	0.005173968766316988	0.056690605151589975	0.0006137517591117338	2.9324366593681578e-05	0.0003392655199095292	1.745482473174116e-05	0.00030525962330962483	0.5010954249242704	0.3750683143468087	0.003614997263878218	0.19466184501689854	0.00342538710798659	0.006167433034085104	0.017029869328016034	0.0006718680013749857	0.08873900293255133	0.00033959908950730597	0.00036199439861298987	0.004140017805353622	0.0004163395427402279	0.003620209285955126	0.0003572704537334762	0.0002720289782448404	0.0002936243297924116	0.0005239814118917316	0.009976856195658973	0.0	2.126551053174409e-05	0.0019587422008618465	0.0020288573166012494	0.008921358227226993	0.005300419239190075	0.019419312478438443	0.001441876579440776	0.0075411260111841035	0.008965540841118298	3.313214757058528e-05	0.0003056727301020947	0.008531958828896609
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__perfringens	0.0	0.0	0.0	0.0	0.0	0.0002778204981916862	0.0	0.0	0.0	0.0	0.0	0.0	0.007317086028477593	1.0587052035360753e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0895857395018414e-05	0.0	0.0	5.010271055664112e-06	0.0	1.85320171482932e-05	0.0	1.0705090805932762e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0007853306558301577	0.0003143550220834403	2.7155022592978798e-05	0.00036584833129477547	0.00019159942945947672	4.816130827518301e-05	0.0008397112607303464	6.426494293808609e-05	0.000825536598789213	0.0	1.5190719483110451e-05	0.009689144354514909	0.01114655657721899	0.007674478752188445	0.013575938407437994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.391377091942262e-06	0.0	0.0	0.0	0.00032729546475955996	0.0	5.405376187155745e-06	0.0	0.0	0.0	6.710193454877304e-05	0.0	0.0	4.924580056435687e-06	1.0625693990638764e-05	0.0	0.0	5.487811570501915e-06	0.0	0.0	0.0	0.0	1.0910777120100379e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0002338261396367192	1.745078877565266e-05	0.0	0.0	6.3604330182798845e-06	0.00014066122026421804	5.558489202634724e-05	0.0	0.00014709822483963668	0.0	1.4662183296840789e-05	0.0	0.0	1.2210384932384993e-05	0.03944647507908297	0.13384306005825955	0.0012492192379762648	0.04608600127199045	0.0007736553533586733	0.005359358545257385	0.007064991851979311	0.07911375923167467	0.007198080511863503	1.8356707540935456e-05	7.6209347076418925e-06	1.0923529829429083e-05	0.0	2.3661498601013896e-05	0.0010718113612004287	0.0031712851937490604	0.0004062473603977202	0.0034138182895976457	0.0006776339108859282	0.0	3.721464343055216e-05	0.0	0.0	0.00326125206306409	0.0024344639118692103	0.0010516475812105631	0.0006215863699355995	0.00151474021390955	0.002657723938906569	0.00011044049190195093	5.00191740167064e-05	0.01587936802676442
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	1.578723023570335e-05	0.04612485620142732	4.110929316681329e-06	1.2941633234114145e-05	5.166943959325817e-05	0.000883072297823574	0.0019876732623675983	0.013250835904658488	2.5782365893023807e-05	8.500510030601836e-05	0.0015925073318406862	0.0001015913560269072	0.00012652021951258086	6.88158382298449e-05	2.607058872603461e-05	0.005596470168380755	5.27245406374397e-06	0.01246669571884843	0.0	6.205334519241709e-05	0.002506682697984992	0.0002628186676345068	0.001868639543245658	0.0	3.157246670420282e-05	9.519515005761812e-05	0.0	0.001649349526198095	0.0	0.050083767335556424	0.0012194590827925612	0.0	0.004874397659299398	0.002507777659486379	0.0	0.0005577106597097426	4.7436079882358525e-05	0.0	0.02032281890858533	0.0	0.0005854427011261789	3.210753885012201e-05	1.5175504711994213e-05	6.962035484959326e-05	1.5875703822869482e-05	0.0036580964775100883	0.0	0.0	1.608449722542423e-05	0.0	9.590537336494658e-05	0.004893981354248145	0.0	0.0	0.0	0.0	0.0	0.0002894653650881917	0.0	0.015210426800873015	0.0	0.00010253310740073176	5.373507630380835e-05	0.0	0.00034594407597796767	1.0750549621849417e-05	0.00031326833806400166	0.0	0.0016372872029900621	0.0	0.0	0.010381014758966429	0.00013813402187830393	0.0	0.0	0.0025353689455718848	3.2068584011672964e-05	0.00035259765302187205	0.0	0.0	0.01035978287553531	7.756196878130756e-05	0.00010323539735304441	0.0	0.001341459375310523	0.0018929714959168135	0.0008566099930603747	0.00022851190919043014	2.326771836753688e-05	0.003481510079144031	0.00030400311299187704	0.004496826143923879	1.6879346431706163e-05	0.010827936966732442	0.004993591873546304	0.0	0.01289498645406471	8.308570534876447e-05	0.0011308850663650973	0.0	0.014194572483897555	0.0	0.0	0.013746939136491021	0.0	0.01579826656351262	0.0	4.554794173912163e-05	9.374902344767242e-05	0.0	0.0	0.005589955608055328	0.020306841952908664	0.0	0.0258856794695092	8.600955367657762e-05	1.4317314644465285e-05	6.033376639570102e-05	0.00011644031375371815	4.170054836221096e-05	5.200965299159524e-06	2.126551053174409e-05	0.0	0.0	1.9825240504948877e-05	0.0	0.0015079179603601197	0.0	0.006563874260274717	2.2813081020657245e-05	5.522024595097546e-06	0.010809699273610439	2.1343236595113468e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	0.012850805411862525	0.008817910665299387	0.011333832126090425	0.0007376730943445063	0.00017050915065775196	0.0024408515198269575	0.004001708239090205	0.013487361981658478	6.187767814325714e-05	0.01624659979598776	0.0034583162519840646	0.0016399747472915019	0.006262750865872752	0.025858874596368642	0.00340481888762012	0.004493397787366577	0.004850657738644452	0.022754477805420253	0.0011621495983827202	0.0011841846707552927	0.02127728097390259	0.0005569252718921693	0.02829109372616531	0.04578330908443849	0.00010524155568067607	0.00014529786061425923	0.00422391640063725	0.004441506776540937	0.047203260570599856	0.025360360119254712	0.007077217891206829	0.0003583645544877016	0.00761469989669741	0.0024131445402604777	0.0018250785241465325	0.002540681894233272	0.002319097238693083	9.430650662503209e-05	0.013099582898852971	0.0	0.001325229387094714	0.0002140502590008134	0.003394254553916039	0.022176760725551206	0.0012065534905380806	0.019991032469023742	0.0	0.0007871769404704042	0.005978071468782671	0.0008057456628998886	0.007187574926072941	0.005792444453840137	0.020719195138958063	0.011852344736883146	0.015785404151549397	0.00221107672606979	0.0004851212286985333	0.003999192543981596	0.001457937194524831	0.0129268990590968	0.00032541621135180306	0.0015272036523372153	0.00016609023584813492	0.0	0.014783703871870963	0.014588495836849659	0.012663635241738734	0.0031071563665183636	0.02225100149637314	0.004888828967190916	0.0007600188977671877	0.004668501893501032	0.017160495794881603	0.013170688588349687	0.00021017126394947688	0.005147567253130796	0.0007215431402626417	0.004490110737700402	0.00011522064754003918	9.566580744598868e-05	0.009841520962330543	0.002126490644087516	0.0	0.0001306888872625383	0.0024068983030262883	0.00020859190037650837	0.010566663775156141	0.008003231052111344	0.006165945367397273	0.004322587761630312	0.004491139322599997	0.004872091692002391	0.0009564962977966826	0.0054250854617714905	0.007234062752171643	0.0077646848683208215	0.023093184875668773	0.009158977166093213	0.006690077971549312	0.002330219101687445	0.011068713941206997	0.00015090037222091813	3.7141780789209785e-05	0.009490749697368349	0.0004520296657608553	0.009541749358090304	0.0005630454502799587	0.006093302428211383	0.0003854126519515422	1.0663822980538523e-05	0.0012941478816359498	0.0036466172576066457	0.010262656274748622	0.001689149001974639	0.009523753186908093	0.0008799438953065248	0.0023122463150811435	0.00019306805246624325	0.0024293683642253013	0.0023143804341027086	0.002033577431971374	0.00020202235005156887	7.643872003363303e-05	0.0025927359168555477	0.0004956310126237219	0.0010068133027205267	0.010360676170444809	0.0006419662509170946	0.008317498235517673	0.0007927545654678392	4.969822135587792e-05	0.0022230744007425067	0.005607935415366063
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales	0.00013682266204276234	0.00472648340265162	0.0	0.0	0.00020151081441370687	0.0005258745144342632	0.0004956002298741491	0.012638018341522153	0.0	2.6564093845630738e-05	0.0001576739932515531	0.0	0.0006167860701238317	0.001307500926367053	5.214117745206923e-06	0.0019033405790048557	0.0031898347085651015	0.002024458995051935	0.0	0.0001034222419873618	0.016253180320125387	0.0011263657184336006	0.017155527468456493	1.0467148853323844e-05	1.578623335210141e-05	5.010271055664112e-06	0.0010559791001593126	0.00019149751053236308	0.0	0.004512195774700659	0.002576833180900948	0.0	0.007515727355391838	0.009853673539396951	0.0	0.016124034850719445	0.0	0.0	0.00035301529370872437	0.0007589987768652804	0.0002927213505630894	5.351256475020334e-06	0.0	0.0005516074268852389	4.762711146860844e-05	0.01228114303211907	0.0	5.2830667145664715e-06	0.000589764898265555	4.973738659875856e-06	0.001033646801822202	0.0008826078684227216	0.0	0.0	0.0	0.0024885284388005548	0.0	0.0004760943504739995	7.904478765496072e-05	0.0026257763713790376	8.034968181526e-06	0.0003345817188865984	0.0	0.000915303538237788	0.01879989837892768	0.0010481785881303182	0.0018701170484426767	0.0007385125276942198	0.006079435270118837	0.0	0.00020027525008729948	0.0012065221138267434	0.0015779155576098563	0.0	0.00010764869616924425	0.008209766109470865	4.810287601750945e-05	0.007007878353809708	0.0	0.0	0.00923051744360492	6.463497398442297e-06	5.161769867652221e-06	2.613777745250766e-05	0.0024621023925452397	0.0	0.004250520471894518	0.00030822536588476625	0.00031993112755363207	0.001399498111022254	0.00015402824391588435	0.001151238376308659	1.1252897621137443e-05	0.0045857535921736475	0.0031518488631508993	5.253508029987024e-06	0.007916777741269537	0.0012707225523928684	0.003249806559133385	0.0007549211696478052	0.003602063555053573	5.58890267484882e-06	0.0	0.00841841105945952	0.0	0.0041597990738560554	0.0	0.002272336204540624	0.00011979041884980365	1.5995734470807783e-05	1.8356707540935456e-05	0.0024577514432145104	0.00933415623924715	3.5686246520590966e-05	0.00406977775937439	1.3232239027165787e-05	0.0	0.0	0.0	5.21256854527637e-06	5.200965299159524e-06	9.037841975991238e-05	0.0	5.52822157112057e-06	0.00040641743035145197	0.0003356044342401756	0.0015301750520259518	9.680443466210158e-05	0.0022965416146370596	0.0002509438912272297	0.0002540131313744871	0.007291684034435422	0.0008270504180606468
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0.007283175548737811	0.010634587655966143	0.005919738216021114	0.001695353953668953	0.00689270324174064	0.002262252628132302	0.009484944824931856	0.04374657305967983	0.0014592819095451475	0.014939646378782727	0.0029327362744788876	0.003933036783327407	0.013310981427886111	0.030803027896882114	0.0050159812708890595	0.04788631865814489	0.019160098067645584	0.0308964436819779	0.0376698630285078	0.0022494337632251193	0.01881890693605007	0.002384140770684455	0.013418248381965177	0.0015596051791452526	0.000536731933971448	0.00016533894483691566	0.0015015656568739357	0.0014949160499623181	0.004685820018503238	0.02008275035192986	0.0018437059942220868	7.601672367920942e-05	0.014412876327623855	0.031205271064740882	0.0022541722210461875	0.06150928898087672	0.0007431652514902835	0.0015089041060005134	0.014386730969760167	0.0004532150969771099	0.008084431481915143	0.009803501862237253	0.009206472858609822	0.009232730135438367	0.017997756233859703	0.01426056145492722	0.0025621680194846297	0.0030166310940174554	0.014588638983459775	0.0027305825242718447	0.01043770146788502	0.0023465742130520263	0.0007339795848821176	0.00015595190443267297	0.0009873312317849284	0.004281293351830114	0.004747995004283518	0.007171885295540329	0.001023190862422547	0.018313107000387133	0.00026917143408112105	0.01472159563101033	0.008993297770482835	0.0017295306121302989	0.04163761276966071	0.004891500077941485	0.009996107878224053	9.006250337734388e-06	0.02364672173498762	0.005703633795056069	0.0006265020643756548	0.0048507113555891525	0.012166419619281384	0.001708948407436872	0.0006920273325165702	0.03759699706950862	0.0021913532407976527	0.07898738361522781	0.007920167120034866	0.01951050995190136	0.020779575025231173	0.002656497430759784	0.000304544422191481	0.0011918826518343493	0.00789970521016197	0.0005736277260353981	0.018438801179736293	0.0015145556771923858	0.024500907441016333	0.028975815569588836	0.013955769573747102	0.03709404536260829	6.751738572682465e-05	0.07361107251049165	0.027901457255423173	0.01816663076769513	0.05011686081473996	0.01396328589302471	0.042801023748586395	0.005943367821157865	0.026966635123172256	5.58890267484882e-06	5.305968684172826e-06	0.04913411418748238	2.1024635616783965e-05	0.03408007893527083	0.00013554797877110116	0.004630707410144033	0.00040624576827324717	4.265529192215409e-05	0.0036070930317938176	0.01940289976565626	0.021087874335712842	0.018961292317940664	0.007772802290433064	0.008428936260304606	0.03848494176432268	0.0009814292667034033	0.007214006711196265	0.0007141218907028628	0.03607389531497046	0.0014354219608927262	0.0021498390009459293	0.01995135165017414	0.010705629872672392	0.008816275216944294	0.015273929155677228	0.0018239993478438086	0.013909549921276942	0.007425657872223933	0.002286118182370384	0.032645847574903714	0.013382209345136143
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia	0.012503486346677051	0.0006923153001681337	0.00949624672153387	8.412061602174195e-05	0.0008267110334921308	0.0001885210523443585	0.0020087626338516048	0.0038542999365680066	0.0015263160608670094	0.013553000680040802	0.000614928573681057	0.010449396619910454	0.0036374563109866993	0.09823196231009475	0.010407379019433017	0.004423103959164693	0.06973347744707774	0.0118709421181247	0.028026724035415833	0.0058071588875903656	0.003564105591995792	6.257587324631115e-06	0.005736668918477195	0.0045061075813559144	4.735870005630423e-05	0.00012024650533593868	0.0018372815557685148	0.0006300885830419689	0.00816142824994374	0.0018198654370085695	0.0028308871564827315	0.016050388228267362	0.005690921125070364	0.018086754912050345	0.013576524569905084	0.03637512858329099	0.14334129205340249	0.0233460996400635	0.014223800834202294	0.030774943211602308	0.15835692844825752	7.491759065028469e-05	3.5409510994653166e-05	1.606623573452152e-05	0.0	0.0004155685086558546	0.0	5.2830667145664715e-06	0.001544111733640726	1.9894954639503423e-05	0.0007725710632176253	0.001347694649387988	0.0007968921207291563	0.00012476152354613836	0.0012609290430024387	0.026895742183331555	0.013191168729292033	0.056788534124538666	0.017807034107825873	0.008567437006614937	0.0011570354181397442	0.12946693577110294	0.01237372257068605	0.002212451497335512	0.03271333668466657	0.01824368270827846	0.029912379795141494	0.004791325179674694	0.016218537580438445	0.04473806076450968	0.00020027525008729948	0.027277248932597274	0.05081738151022989	0.0006580433522889105	0.0020350729704376176	0.0031609794646091033	0.0007696460162801512	0.023431215910969094	0.0036920703146525596	0.004235869363025165	0.011892747060909413	0.004233590795979705	0.00036132389073565546	0.00035547377335410415	0.0005189184414781447	0.01786068146973853	0.0011819049271339348	0.00043576689659570396	0.13282377030108428	0.13441386537241817	0.1980762683009874	0.037214893589955604	0.00029820178696014223	0.0012117506461743698	0.0035410832107086914	0.00047806923072881915	0.005356378988611495	0.06583320300281514	0.014772930182727219	0.0031025950960669917	0.014750144998321071	0.0008271575958776254	6.897759289424673e-05	0.016024276862359254	0.0008935470137133185	0.004086918497090383	0.0017881906430187579	0.0009312023644442645	4.687451172383621e-05	0.00026659557451346307	0.0017714222777002718	0.000979290109931983	0.004948359012731374	0.006613851021816192	0.008388001254059425	6.616119513582893e-06	0.00015033180376688548	2.815575765132714e-05	0.00025405159364447595	3.1275411271658224e-05	0.210680702338354	0.019351614583887122	0.009210865764052781	0.09605837801979103	0.0005798882847697546	0.011570362399518435	0.001763874514517188	4.5854732208363906e-05	0.0014875943319398448	0.003758455098153281	0.016936049433164176	0.0037347649932474116	0.0020489507131308928
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium	0.0006157019791924306	0.002982681706739403	0.0010277323291703322	1.9412449851171216e-05	0.0005011935640546043	0.0001240270081212885	0.00046396617264813966	0.0026877963295453325	4.6408258607442854e-05	0.00962682760965658	0.0009986019572598363	0.00031928711894170834	0.03860448197877623	0.006945106135196655	0.00010428235490413844	0.009186862624230824	0.006384941871193948	0.0029842842406623896	0.0008648555150755127	0.00027924005336587687	0.00408476559564578	0.0017834123875198678	0.0017324413258079279	0.0004396202518396014	0.00012628986681681128	3.507189738964878e-05	0.0	0.00040770437726245044	0.001585277423549121	0.0029064321538107445	0.0009218529971110434	1.0859531954172776e-05	0.002876389481693173	0.00610383619007062	0.0007895324022953652	0.013292104056415531	0.00013176688856210702	8.906725625697475e-05	0.004214459506430309	0.0004095317141359427	0.0035020117940093246	0.0001979964895757524	0.00011634553612528896	0.00031596930277892323	0.00020638414969730324	0.002679323279491694	0.0007240909620282648	0.0002060396018680924	0.015205211377101038	0.00022879197835428935	0.014423102538828355	0.0009935944866076147	0.00010485422641173109	0.0001975390789480524	0.0006423600785106763	0.0027958595667484792	0.002544306018599754	0.005488415672264267	0.0019673369371901333	0.002305970274864924	0.0004057658931670631	0.006330070262160966	0.0029798542313930086	0.001516146965179158	0.04183761168858547	0.010073264995672904	0.005705280944741363	0.0014500063043752364	0.04394505693599147	0.01129002948538334	0.0	0.007263755583242639	0.014466882368254677	0.0	0.0005228650956791864	0.010103061101294025	0.0006093030962217863	0.024968321304611317	0.0011321681019151675	0.0011214158539502007	0.02473473173126756	0.00014219694276573053	0.0001238824768236533	0.00024046755256307045	0.0012807348768396763	0.002815990655082863	0.00309030187369882	0.0003135395963310553	0.005758760295965378	0.010816810523122743	0.012808664494057752	0.017294017376703007	3.3758692863412326e-05	0.03198910536116283	0.01359472160250629	0.005516183431486375	0.006211911743736942	0.018117571160462934	0.017790607701922506	0.0005061899172204937	0.0034860648981959157	5.58890267484882e-06	0.0	0.00342153410755446	2.1024635616783965e-05	0.0026180945653514528	0.0	0.005577092421834671	5.7291069884688705e-05	1.0663822980538523e-05	0.00026617225934356416	0.0017832987215882028	0.007657394410429786	0.009421169081436014	0.005507213799385984	0.0008600955367657761	0.004202131848150561	0.00023731281448975734	0.001624871651017794	0.0001251016450866329	0.009663393525838396	0.0004518920987995619	0.0007166130003153097	0.005229697606280059	0.008975877638615603	0.004261643609399055	0.03128790660924337	0.0009119996739219043	0.02252022368206743	0.003210941153657507	0.0013749841241792891	0.005029705831679922	0.022015548547859542
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium|s__[Clostridium] glycyrrhizinilyticum	0.0017471201460845039	0.0002862958008214087	0.0018540291218232794	0.0	0.00017567609461707778	0.0	2.6361714355007934e-05	1.075118531818133e-05	3.609531225023333e-05	0.004733721523291398	0.0002785573880777438	0.00129166152662782	0.004032831996963515	0.002472076650256736	0.011053929619838676	0.005163892764061469	0.00140774523501964	0.0020741051284455794	0.0	1.5513336298104272e-05	0.0009983789760711103	1.8772761973893347e-05	0.0008825644489964915	0.00032971518887970106	6.314493340840564e-05	0.0	0.004736646137130789	0.0001111921028897592	0.005916035306178582	8.56407264474621e-05	0.000130656330299203	0.0	0.0006000210316650274	1.1829139903237635e-05	5.7212492919954e-06	6.816463618674632e-05	0.0	0.0	0.006886513729579423	0.0	0.005934260106869904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007881403640457872	0.0	0.0008365079787942564	0.0	2.6213556602932772e-05	0.0	0.0	0.0005164870344680397	0.0014656854143657815	0.004559079500139019	0.0023010815961777456	0.0001627083648931455	0.0	0.0010738993880392432	0.000879301248607773	0.0	0.007243204090788698	0.0031445357643909546	0.0009967628938400053	9.006250337734388e-06	0.0024626409979399706	0.00222166208461074	0.0	0.001245918754278229	0.0034320991589763205	0.00034375399000166965	0.00015378385167034894	0.00020853683967907277	0.0	0.0014985400253429563	0.00028053722879313887	0.0	0.002100324595619323	0.0	0.0	4.182044392401225e-05	0.00013801022379737892	5.7362772603539804e-05	1.0843164469118667e-05	0.00014879845249609404	0.000820187072455675	0.01173372307862008	0.015062340905037535	0.0005915202707000292	0.0	0.001006086545676885	0.0010158067119191152	1.0507016059974048e-05	0.0007377420134777406	0.003792618079449484	0.0009463722397476341	0.003957881507922308	0.00025641808358008487	0.0	0.0	0.00012713293129846943	0.0	2.242479285097604e-05	0.0	0.0	0.0	0.0	0.0009545487921286438	0.0045839922266465985	0.0015019853515464987	0.0013203911212618658	0.0008932215721882745	0.0002050997049210697	0.0007158657322232642	4.022251093046734e-06	0.0010267918576464237	5.21256854527637e-06	0.048603020720645755	0.0037852608746504483	0.004748755482089452	0.012847586931284205	0.00040641743035145197	0.000793731122250574	0.01909102037636742	2.5474851226868835e-05	0.008974428579184538	0.0003022733235237085	0.003396045125984991	0.0023842472947963387	0.001120519921243457
