Taxonomy	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 
k__Bacteria|p__Firmicutes|c__Bacilli|o__Staphylococcales|f__Staphylococcaceae|g__Staphylococcus	0.00121035431807059	0.000858887402464226	0.007255790243942546	1.9412449851171216e-05	0.007543738180615693	0.0002381318555928739	0.02342501937586005	0.023227935879930762	2.0625892714419046e-05	0.004680593335600136	0.00019972039145196724	0.0007909612719237774	0.00034793060365959734	0.007268011222275157	0.0016372329719949736	0.006261557927521656	0.01855376585031503	0.011639260162287694	0.00020540318483043427	0.004679856449928121	0.0011540402142757459	0.00030036419158229355	0.0013565342456797927	0.002281838450024598	0.0001526002557369803	0.0	0.0009949398458148435	0.0012601771660839377	0.011922086365113894	0.001236437988085234	0.0154972925104888	0.0	0.0	2.365827980647527e-05	0.0	9.914856172617646e-05	3.162405325490568e-05	0.0	5.43100451859576e-06	0.0	0.00024482149319822027	0.0	0.0	0.0	0.0	1.0936013385680385e-05	1.0127146322073635e-05	2.1132266858265886e-05	5.361499075141409e-06	1.9894954639503423e-05	2.6640381490262942e-05	0.0	0.0	0.0	0.0	0.001997652331661509	0.0012953768979077857	0.0007465159415432313	6.147927928719167e-05	0.00030297419669758125	0.00044995821816545606	0.0008742296525746602	0.00016120522891142507	0.0007693042008501653	0.0011513451278641737	0.0007149115498529862	0.0015758346702613418	0.0	0.00038919122038288365	5.8619052364399474e-05	0.0	0.0004038155646277264	0.0011050721750264314	0.0008642957462899123	4.613515550110468e-05	0.0001810977818265632	5.344764001945494e-06	0.0023579968045837696	0.00010520146079742707	0.0022800350774627304	0.00011456315976105398	0.0	0.0	7.841333235752297e-05	6.072449847084672e-05	0.0	0.0009433553088133241	5.84565349091798e-05	9.307087347014752e-05	0.00015856382538675785	0.0007701412195794218	0.001768200379081808	0.00022505795242274885	5.558489202634724e-05	0.0002373380168035316	2.626754014993512e-05	1.2399025436600682e-05	0.0015541914294651235	5.356823998571514e-05	0.005891003346962642	0.0010623034891174945	0.0	5.305968684172826e-06	7.185774377739577e-05	0.0	4.484958570195208e-05	2.6066918994442534e-05	3.542617690820571e-05	1.5624837241278735e-05	5.3319114902692615e-05	0.0	0.00016385009621430069	0.00014200588778257806	0.0061856160635691	0.00045548384806951746	0.0002844931390840644	0.0010236879970792678	1.2066753279140203e-05	0.00031227175052133505	0.005243843956548029	0.0	0.0008399876660038916	0.0	0.013754215268947979	0.0001288640632821677	0.00011186814474672519	3.338563749874804e-05	5.094970245373767e-06	0.0001520169390303491	0.0006957989711300459	0.00019879288542351168	0.00041126876413736374	2.1343236595113468e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales|f__Christensenellaceae|g__Christensenellaceae R-7 group	0.0003473190651854736	0.0071834219115189816	0.0	6.470816617057073e-06	1.550083187797745e-05	0.0004514583095614901	0.0009173876595542761	0.0032629847440680333	0.0013252136069014236	0.002172942876572594	0.0005360915770552806	0.0	0.00013706357113862927	0.000365253295219946	2.607058872603461e-05	0.002103407628502525	0.0006168771254580444	0.0041040803605412535	0.001897276786196906	7.239556939115326e-05	0.0022544041395154103	2.503034929852446e-05	0.002053869118960971	5.756931869328114e-05	2.1048311136135213e-05	0.0	0.0	0.0008648274669203494	0.0	0.005957383033501582	0.003382547217746033	7.601672367920942e-05	0.005913609343007899	0.002797591587115701	0.0	0.003389641454013658	3.162405325490568e-05	3.143550220834403e-05	0.0008418057003823427	0.0	0.0005322206373874353	0.0	0.0	2.677705955753587e-05	0.0	0.000710840870069225	1.0127146322073635e-05	1.5849200143699415e-05	1.608449722542423e-05	0.0	3.196845778831553e-05	0.00016383738874912795	0.0	0.0	0.0	0.0020360687226549995	0.0	0.0	0.0	0.008107365078296387	0.0	0.00011872254541137362	6.350509017722805e-05	0.0	0.0013026956611045346	0.00015050769470589183	0.002420709885040013	0.0	0.002073449777557087	0.0	0.0	0.0006648183076188178	0.0072626618426015945	0.0	0.0	0.002271953990187793	8.55162240311279e-05	0.005123684645474079	0.00010520146079742707	3.188860248199623e-05	0.0003382340907231118	0.0	0.0	4.182044392401225e-05	0.00031466331025802394	0.0	0.00029818702290076337	0.0002763399832070318	0.00031993112755363207	0.0016683672062432783	0.0006242197253433209	0.006373153884316444	0.0	0.0021566938106222728	0.0035695637727251152	0.0	0.005027804814541577	0.006734829527682202	0.0005535384798523897	0.0008029219376600935	0.017662321804694892	0.0	0.0	0.02186686418333674	0.0	0.0186237904627356	0.0	0.001852282964057613	0.00023437255861918105	0.0	0.00010096189147514502	0.026223636328995752	0.02286840969790978	0.0	0.006932819090097071	0.0	0.0	0.0	0.0	0.0	0.0	6.379653159523227e-05	0.0	0.0011277572005085963	0.0	0.0001651386898642134	0.0006621484770585027	0.0	0.0012758564525761442	0.0003079765937788728	0.00016013871325782885	0.03319050080308563	5.3358091487783664e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales|f__Christensenellaceae|g__Christensenellaceae R-7 group|s__uncultured prokaryote	2.104964031427113e-05	0.0027015912841147475	0.0	0.0	0.0	0.0	0.00030579588651809204	0.0013600249427499383	0.0	0.0036020911254675283	0.00026278998875258847	0.0	3.1630054878145214e-05	8.99899423005664e-05	0.0	0.0015140209151174987	5.27245406374397e-06	0.0023940468769823977	5.405346969221954e-06	0.0	0.004406823329862267	0.003679461346883096	0.004636187321580335	0.0	0.00020522103357731834	4.0082168445312894e-05	0.0	0.00016061081528520775	0.0	0.0011186819892199736	0.0	0.0	0.001818620446489877	0.0017743709854856453	0.0	0.0024601236878307535	0.0	0.0	0.0005974104970455336	0.0	6.918868286036659e-05	0.0	0.0	0.0	0.0	6.56160803140823e-05	0.0	0.0	0.0	0.0	0.0	0.0014375409593471874	0.0	0.0	0.0	0.0	7.225209789127092e-05	0.0	0.00036887567572315	0.026650508042842795	0.0	0.00011872254541137362	0.0	0.0	0.0019351246750017568	0.00023113681686976246	0.00022783151859200122	0.0	0.004267683037301966	0.0	0.0	0.0010440109719643657	0.004005886634470814	0.0	0.0	0.0009439035901263294	5.344764001945494e-06	0.0033276403503939176	0.0	0.0	0.002078503041379122	0.0	2.5808849338261103e-05	3.6592888433510724e-05	2.7602044759475783e-05	0.0	0.00016806904927133933	0.0001966265265126957	0.0004013681418400112	0.002075117888757135	0.00036885711043014414	0.004331454885448601	0.0	0.0001445207192685028	0.00035126026486922675	0.0	0.0006695473735764369	0.0037339693462621207	0.0003095053865841319	0.0	0.029994810586403735	0.0	0.0	0.003034607794906944	5.256158904195991e-06	0.009059616311794319	0.0	0.00013664382521736489	2.0833116321704983e-05	0.0	0.0	0.001413683388267571	0.004915588423243087	0.0	0.0020053120064359277	0.0	0.0	0.0	0.0	0.0	0.0	5.316377632936023e-06	0.0	0.0	9.912620252474438e-06	0.0	0.003166071289464606	5.094970245373767e-06	0.004962267224062109	0.0	0.00010491846730685338	0.0021508244827183752	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Candidatus Arthromitus|s__Candidatus Arthromitus	0.0	1.041075639350577e-05	0.0	0.0	0.00022734553421033596	0.0	0.0	5.375592659090665e-06	0.0	0.0035702142128527714	0.003169247264356217	0.0	0.0	0.0	3.1284706471241534e-05	0.0	0.0	0.0	0.0	0.005321074350249764	1.073525780721624e-05	0.0	5.447928697509207e-06	0.0	0.002225858902646299	0.00024049301067187735	0.0	0.0	0.0	0.0	0.0	0.031438345007330185	0.038927137652247604	0.00039036161680684197	0.0	0.0005886945852491728	0.0	0.20749003232617477	0.0003204292665971498	0.0	0.08411214953271028	0.0018087246885568732	0.00028833458952789005	1.0710823823014348e-05	0.0	0.001941142375958268	0.0	0.0	0.0	0.0	0.0	0.0	0.002118055373516968	0.00517240483035032	0.0	0.0	0.007225209789127092	0.0	0.0	1.1221266544354862e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.004138939254421355	0.0	2.013058036463191e-05	0.0	0.0	0.0	0.0	0.0	0.010687977691089251	3.8414680993513406e-05	0.0	0.00024241088645253706	0.0	0.013095586085939784	5.4553885600501896e-06	0.0	0.00013936778642660995	0.04152247326105367	0.0	0.0	7.048056904927134e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002899936432552837	0.0	6.353612761964342e-05	0.0	0.0	0.00010989346439146494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0033812161745473105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002816232543499749	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium sensu stricto 1	5.788651086424561e-05	5.7259160164281735e-05	5.344208111685728e-05	0.0	0.0006458679949157271	0.0001389102490958431	0.0019718562337545935	0.0023383828067044393	8.250357085767619e-05	0.0008713022781366882	3.153479865031062e-05	0.0	0.00495537526424275	0.000645810174157006	0.00013035294363017305	0.0005515361905070889	0.0022144307067724672	0.0009708577196979309	0.0	0.00022752893237219598	6.441154684329744e-05	0.0	0.00010351064525267493	0.0002459779980531103	5.788285562437184e-05	0.0	6.103925434446893e-06	1.85320171482932e-05	0.0009751706548646013	0.0001659289074919578	0.002184864190003339	0.0	0.0	1.1829139903237635e-05	9.15399886719264e-05	1.2393570215772057e-05	5.27067554248428e-06	6.287100441668806e-05	0.0	5.460422855145902e-06	2.6611031869371765e-05	0.0001391326683505287	0.004416071871190316	0.0011192810895049993	0.00032809787900596926	0.005046970177491498	0.0	0.004332114705944507	0.0023376135967616545	0.0035960130510902435	0.0038628553160881263	0.0	0.0	0.0	0.0	4.268487888165617e-06	0.0	0.0003008916294995677	0.0005050083655733601	2.8053166360887154e-05	0.0	0.00035077115689724026	2.442503468354925e-05	0.0	6.486451424586895e-05	0.0	2.8478939824000152e-05	0.0	2.013058036463191e-05	0.0	0.0	4.924580056435687e-06	5.3128469953193816e-05	0.0	1.0252256778023262e-05	2.7439057852509576e-05	0.0	0.00014875213486860228	0.0007514390056959076	0.0001381839440886503	7.092005128065246e-05	0.0	1.0323539735304442e-05	5.2275554905015314e-06	1.6561226855685468e-05	0.0	0.00010843164469118667	0.00010628460892578146	0.0001803248173484108	0.0001792460634806828	0.0004661381065875448	0.00034982381600539366	0.010645241149596021	0.005352825102137239	0.005173968766316988	0.056690605151589975	0.0006137517591117338	2.9324366593681578e-05	0.0003392655199095292	1.745482473174116e-05	0.00030525962330962483	0.5010954249242704	0.3750683143468087	0.003614997263878218	0.19466184501689854	0.00342538710798659	0.006167433034085104	0.017029869328016034	0.0006718680013749857	0.08873900293255133	0.00033959908950730597	0.00036199439861298987	0.004140017805353622	0.0004163395427402279	0.003620209285955126	0.0003572704537334762	0.0002720289782448404	0.0002936243297924116	0.0005239814118917316	0.009976856195658973	0.0	2.126551053174409e-05	0.0019587422008618465	0.0020288573166012494	0.008921358227226993	0.005300419239190075	0.019419312478438443	0.001441876579440776	0.0075411260111841035	0.008965540841118298	3.313214757058528e-05	0.0003056727301020947	0.008531958828896609
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__perfringens	0.0	0.0	0.0	0.0	0.0	0.0002778204981916862	0.0	0.0	0.0	0.0	0.0	0.0	0.007317086028477593	1.0587052035360753e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0895857395018414e-05	0.0	0.0	5.010271055664112e-06	0.0	1.85320171482932e-05	0.0	1.0705090805932762e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0007853306558301577	0.0003143550220834403	2.7155022592978798e-05	0.00036584833129477547	0.00019159942945947672	4.816130827518301e-05	0.0008397112607303464	6.426494293808609e-05	0.000825536598789213	0.0	1.5190719483110451e-05	0.009689144354514909	0.01114655657721899	0.007674478752188445	0.013575938407437994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.391377091942262e-06	0.0	0.0	0.0	0.00032729546475955996	0.0	5.405376187155745e-06	0.0	0.0	0.0	6.710193454877304e-05	0.0	0.0	4.924580056435687e-06	1.0625693990638764e-05	0.0	0.0	5.487811570501915e-06	0.0	0.0	0.0	0.0	1.0910777120100379e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0002338261396367192	1.745078877565266e-05	0.0	0.0	6.3604330182798845e-06	0.00014066122026421804	5.558489202634724e-05	0.0	0.00014709822483963668	0.0	1.4662183296840789e-05	0.0	0.0	1.2210384932384993e-05	0.03944647507908297	0.13384306005825955	0.0012492192379762648	0.04608600127199045	0.0007736553533586733	0.005359358545257385	0.007064991851979311	0.07911375923167467	0.007198080511863503	1.8356707540935456e-05	7.6209347076418925e-06	1.0923529829429083e-05	0.0	2.3661498601013896e-05	0.0010718113612004287	0.0031712851937490604	0.0004062473603977202	0.0034138182895976457	0.0006776339108859282	0.0	3.721464343055216e-05	0.0	0.0	0.00326125206306409	0.0024344639118692103	0.0010516475812105631	0.0006215863699355995	0.00151474021390955	0.002657723938906569	0.00011044049190195093	5.00191740167064e-05	0.01587936802676442
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	1.578723023570335e-05	0.04612485620142732	4.110929316681329e-06	1.2941633234114145e-05	5.166943959325817e-05	0.000883072297823574	0.0019876732623675983	0.013250835904658488	2.5782365893023807e-05	8.500510030601836e-05	0.0015925073318406862	0.0001015913560269072	0.00012652021951258086	6.88158382298449e-05	2.607058872603461e-05	0.005596470168380755	5.27245406374397e-06	0.01246669571884843	0.0	6.205334519241709e-05	0.002506682697984992	0.0002628186676345068	0.001868639543245658	0.0	3.157246670420282e-05	9.519515005761812e-05	0.0	0.001649349526198095	0.0	0.050083767335556424	0.0012194590827925612	0.0	0.004874397659299398	0.002507777659486379	0.0	0.0005577106597097426	4.7436079882358525e-05	0.0	0.02032281890858533	0.0	0.0005854427011261789	3.210753885012201e-05	1.5175504711994213e-05	6.962035484959326e-05	1.5875703822869482e-05	0.0036580964775100883	0.0	0.0	1.608449722542423e-05	0.0	9.590537336494658e-05	0.004893981354248145	0.0	0.0	0.0	0.0	0.0	0.0002894653650881917	0.0	0.015210426800873015	0.0	0.00010253310740073176	5.373507630380835e-05	0.0	0.00034594407597796767	1.0750549621849417e-05	0.00031326833806400166	0.0	0.0016372872029900621	0.0	0.0	0.010381014758966429	0.00013813402187830393	0.0	0.0	0.0025353689455718848	3.2068584011672964e-05	0.00035259765302187205	0.0	0.0	0.01035978287553531	7.756196878130756e-05	0.00010323539735304441	0.0	0.001341459375310523	0.0018929714959168135	0.0008566099930603747	0.00022851190919043014	2.326771836753688e-05	0.003481510079144031	0.00030400311299187704	0.004496826143923879	1.6879346431706163e-05	0.010827936966732442	0.004993591873546304	0.0	0.01289498645406471	8.308570534876447e-05	0.0011308850663650973	0.0	0.014194572483897555	0.0	0.0	0.013746939136491021	0.0	0.01579826656351262	0.0	4.554794173912163e-05	9.374902344767242e-05	0.0	0.0	0.005589955608055328	0.020306841952908664	0.0	0.0258856794695092	8.600955367657762e-05	1.4317314644465285e-05	6.033376639570102e-05	0.00011644031375371815	4.170054836221096e-05	5.200965299159524e-06	2.126551053174409e-05	0.0	0.0	1.9825240504948877e-05	0.0	0.0015079179603601197	0.0	0.006563874260274717	2.2813081020657245e-05	5.522024595097546e-06	0.010809699273610439	2.1343236595113468e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia	0.012503486346677051	0.0006923153001681337	0.00949624672153387	8.412061602174195e-05	0.0008267110334921308	0.0001885210523443585	0.0020087626338516048	0.0038542999365680066	0.0015263160608670094	0.013553000680040802	0.000614928573681057	0.010449396619910454	0.0036374563109866993	0.09823196231009475	0.010407379019433017	0.004423103959164693	0.06973347744707774	0.0118709421181247	0.028026724035415833	0.0058071588875903656	0.003564105591995792	6.257587324631115e-06	0.005736668918477195	0.0045061075813559144	4.735870005630423e-05	0.00012024650533593868	0.0018372815557685148	0.0006300885830419689	0.00816142824994374	0.0018198654370085695	0.0028308871564827315	0.016050388228267362	0.005690921125070364	0.018086754912050345	0.013576524569905084	0.03637512858329099	0.14334129205340249	0.0233460996400635	0.014223800834202294	0.030774943211602308	0.15835692844825752	7.491759065028469e-05	3.5409510994653166e-05	1.606623573452152e-05	0.0	0.0004155685086558546	0.0	5.2830667145664715e-06	0.001544111733640726	1.9894954639503423e-05	0.0007725710632176253	0.001347694649387988	0.0007968921207291563	0.00012476152354613836	0.0012609290430024387	0.026895742183331555	0.013191168729292033	0.056788534124538666	0.017807034107825873	0.008567437006614937	0.0011570354181397442	0.12946693577110294	0.01237372257068605	0.002212451497335512	0.03271333668466657	0.01824368270827846	0.029912379795141494	0.004791325179674694	0.016218537580438445	0.04473806076450968	0.00020027525008729948	0.027277248932597274	0.05081738151022989	0.0006580433522889105	0.0020350729704376176	0.0031609794646091033	0.0007696460162801512	0.023431215910969094	0.0036920703146525596	0.004235869363025165	0.011892747060909413	0.004233590795979705	0.00036132389073565546	0.00035547377335410415	0.0005189184414781447	0.01786068146973853	0.0011819049271339348	0.00043576689659570396	0.13282377030108428	0.13441386537241817	0.1980762683009874	0.037214893589955604	0.00029820178696014223	0.0012117506461743698	0.0035410832107086914	0.00047806923072881915	0.005356378988611495	0.06583320300281514	0.014772930182727219	0.0031025950960669917	0.014750144998321071	0.0008271575958776254	6.897759289424673e-05	0.016024276862359254	0.0008935470137133185	0.004086918497090383	0.0017881906430187579	0.0009312023644442645	4.687451172383621e-05	0.00026659557451346307	0.0017714222777002718	0.000979290109931983	0.004948359012731374	0.006613851021816192	0.008388001254059425	6.616119513582893e-06	0.00015033180376688548	2.815575765132714e-05	0.00025405159364447595	3.1275411271658224e-05	0.210680702338354	0.019351614583887122	0.009210865764052781	0.09605837801979103	0.0005798882847697546	0.011570362399518435	0.001763874514517188	4.5854732208363906e-05	0.0014875943319398448	0.003758455098153281	0.016936049433164176	0.0037347649932474116	0.0020489507131308928
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium	0.0006157019791924306	0.002982681706739403	0.0010277323291703322	1.9412449851171216e-05	0.0005011935640546043	0.0001240270081212885	0.00046396617264813966	0.0026877963295453325	4.6408258607442854e-05	0.00962682760965658	0.0009986019572598363	0.00031928711894170834	0.03860448197877623	0.006945106135196655	0.00010428235490413844	0.009186862624230824	0.006384941871193948	0.0029842842406623896	0.0008648555150755127	0.00027924005336587687	0.00408476559564578	0.0017834123875198678	0.0017324413258079279	0.0004396202518396014	0.00012628986681681128	3.507189738964878e-05	0.0	0.00040770437726245044	0.001585277423549121	0.0029064321538107445	0.0009218529971110434	1.0859531954172776e-05	0.002876389481693173	0.00610383619007062	0.0007895324022953652	0.013292104056415531	0.00013176688856210702	8.906725625697475e-05	0.004214459506430309	0.0004095317141359427	0.0035020117940093246	0.0001979964895757524	0.00011634553612528896	0.00031596930277892323	0.00020638414969730324	0.002679323279491694	0.0007240909620282648	0.0002060396018680924	0.015205211377101038	0.00022879197835428935	0.014423102538828355	0.0009935944866076147	0.00010485422641173109	0.0001975390789480524	0.0006423600785106763	0.0027958595667484792	0.002544306018599754	0.005488415672264267	0.0019673369371901333	0.002305970274864924	0.0004057658931670631	0.006330070262160966	0.0029798542313930086	0.001516146965179158	0.04183761168858547	0.010073264995672904	0.005705280944741363	0.0014500063043752364	0.04394505693599147	0.01129002948538334	0.0	0.007263755583242639	0.014466882368254677	0.0	0.0005228650956791864	0.010103061101294025	0.0006093030962217863	0.024968321304611317	0.0011321681019151675	0.0011214158539502007	0.02473473173126756	0.00014219694276573053	0.0001238824768236533	0.00024046755256307045	0.0012807348768396763	0.002815990655082863	0.00309030187369882	0.0003135395963310553	0.005758760295965378	0.010816810523122743	0.012808664494057752	0.017294017376703007	3.3758692863412326e-05	0.03198910536116283	0.01359472160250629	0.005516183431486375	0.006211911743736942	0.018117571160462934	0.017790607701922506	0.0005061899172204937	0.0034860648981959157	5.58890267484882e-06	0.0	0.00342153410755446	2.1024635616783965e-05	0.0026180945653514528	0.0	0.005577092421834671	5.7291069884688705e-05	1.0663822980538523e-05	0.00026617225934356416	0.0017832987215882028	0.007657394410429786	0.009421169081436014	0.005507213799385984	0.0008600955367657761	0.004202131848150561	0.00023731281448975734	0.001624871651017794	0.0001251016450866329	0.009663393525838396	0.0004518920987995619	0.0007166130003153097	0.005229697606280059	0.008975877638615603	0.004261643609399055	0.03128790660924337	0.0009119996739219043	0.02252022368206743	0.003210941153657507	0.0013749841241792891	0.005029705831679922	0.022015548547859542
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium|s__[Clostridium] glycyrrhizinilyticum	0.0017471201460845039	0.0002862958008214087	0.0018540291218232794	0.0	0.00017567609461707778	0.0	2.6361714355007934e-05	1.075118531818133e-05	3.609531225023333e-05	0.004733721523291398	0.0002785573880777438	0.00129166152662782	0.004032831996963515	0.002472076650256736	0.011053929619838676	0.005163892764061469	0.00140774523501964	0.0020741051284455794	0.0	1.5513336298104272e-05	0.0009983789760711103	1.8772761973893347e-05	0.0008825644489964915	0.00032971518887970106	6.314493340840564e-05	0.0	0.004736646137130789	0.0001111921028897592	0.005916035306178582	8.56407264474621e-05	0.000130656330299203	0.0	0.0006000210316650274	1.1829139903237635e-05	5.7212492919954e-06	6.816463618674632e-05	0.0	0.0	0.006886513729579423	0.0	0.005934260106869904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007881403640457872	0.0	0.0008365079787942564	0.0	2.6213556602932772e-05	0.0	0.0	0.0005164870344680397	0.0014656854143657815	0.004559079500139019	0.0023010815961777456	0.0001627083648931455	0.0	0.0010738993880392432	0.000879301248607773	0.0	0.007243204090788698	0.0031445357643909546	0.0009967628938400053	9.006250337734388e-06	0.0024626409979399706	0.00222166208461074	0.0	0.001245918754278229	0.0034320991589763205	0.00034375399000166965	0.00015378385167034894	0.00020853683967907277	0.0	0.0014985400253429563	0.00028053722879313887	0.0	0.002100324595619323	0.0	0.0	4.182044392401225e-05	0.00013801022379737892	5.7362772603539804e-05	1.0843164469118667e-05	0.00014879845249609404	0.000820187072455675	0.01173372307862008	0.015062340905037535	0.0005915202707000292	0.0	0.001006086545676885	0.0010158067119191152	1.0507016059974048e-05	0.0007377420134777406	0.003792618079449484	0.0009463722397476341	0.003957881507922308	0.00025641808358008487	0.0	0.0	0.00012713293129846943	0.0	2.242479285097604e-05	0.0	0.0	0.0	0.0	0.0009545487921286438	0.0045839922266465985	0.0015019853515464987	0.0013203911212618658	0.0008932215721882745	0.0002050997049210697	0.0007158657322232642	4.022251093046734e-06	0.0010267918576464237	5.21256854527637e-06	0.048603020720645755	0.0037852608746504483	0.004748755482089452	0.012847586931284205	0.00040641743035145197	0.000793731122250574	0.01909102037636742	2.5474851226868835e-05	0.008974428579184538	0.0003022733235237085	0.003396045125984991	0.0023842472947963387	0.001120519921243457
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae NK3A20 group	0.0033047935293405674	0.0002446527752473856	0.001648482655989213	0.0	0.0001808430385764036	0.00017859889169465542	0.0005114172584871539	0.00010213626052272263	0.0005723685228251285	0.0002922050323019381	5.2557997750517696e-05	0.0038024193255785264	0.00037956065853774254	0.011831030649515642	0.0007664753085454176	0.0006813094118028745	0.0039068884612342815	0.0012577020459723196	0.00048107588026075396	0.0	2.147051561443248e-05	0.0	0.00013619821743773017	0.0006541968033327402	3.157246670420282e-05	0.0	0.002050918945974156	7.41280685931728e-05	0.00042507438801790313	8.56407264474621e-05	0.0	1.0859531954172776e-05	0.0	0.0015318736174692738	0.0	0.0035941353625738967	0.0	0.0	1.629301355578728e-05	0.0	5.322206373874354e-06	0.0	0.0	0.0	0.0	1.0936013385680385e-05	0.0	0.0	0.0	0.0	1.5984228894157766e-05	0.0007082003255607466	3.669897924410588e-05	0.0	0.0	0.004106285348415324	0.001801141583146682	0.016271000521799407	0.0014008492923295816	0.0010155246222641149	0.0	0.010695822045697388	0.0011186665885065557	0.0	0.009562110475078513	0.004020705558571682	0.0027719501428693483	0.0	0.0022210740335643878	0.005867767141676388	0.0	0.0016251114186237767	0.008750259001291023	0.0	0.0003383244736747677	0.00012621966612154405	0.0003634439521322936	0.003674728665087323	0.0005310168973584414	6.377720496399246e-05	0.0005673604102452197	0.0	2.5808849338261103e-05	8.886844333852604e-05	0.00010488777008600797	0.0040101792847383735	4.8794240111034e-05	2.6571152231445366e-05	0.014920424403183023	0.019689490665416542	0.03277153558052434	0.008497538512421925	0.0	7.22603596342514e-05	1.8987041344282527e-05	0.0	8.059366533790445e-05	0.01172485924304035	0.0026605559192905185	0.001125836195197305	0.0018620837021887115	0.0	5.305968684172826e-06	0.0031341031324448767	0.0	0.001031540471144898	0.0	0.00025810500318835595	0.0	5.331911490269261e-06	0.0005323445186871283	0.0009297540343323108	0.0013927500532522079	0.0019746389741393667	0.00209404262618973	0.0	7.158657322232642e-06	4.022251093046734e-06	0.0	0.0	0.008602396604809853	0.00012759306319046454	0.0009937033604372294	0.013649179059096688	0.0	0.0006499006504333559	2.2257091665832027e-05	0.0	8.143764590911558e-05	1.1406540510328622e-05	0.000474894115178389	0.0003723649621243699	2.6679045743891832e-05
