	#SampleID	Taxonomy	GROUP	Subgroup	Value	Total	RelativeAbundance
25804	16D	g_Prevotella	CHJ-BPD/DS+	MAM-D	0	84066	0.0
25814	16D	g_dgA-11 gut group	CHJ-BPD/DS+	MAM-D	0	84066	0.0
25857	16D	g_Campylobacter	CHJ-BPD/DS+	MAM-D	0	84066	0.0
25859	16D	g_Helicobacter	CHJ-BPD/DS+	MAM-D	0	84066	0.0
25941	16D	g_Allobaculum	CHJ-BPD/DS+	MAM-D	276	84066	0.0032831346798943
25957	16D	g_Aerococcus	CHJ-BPD/DS+	MAM-D	507	84066	0.0060309756619798
25971	16D	g_Lactobacillus	CHJ-BPD/DS+	MAM-D	989	84066	0.0117645659362881
25997	16D	g_Jeotgalicoccus	CHJ-BPD/DS+	MAM-D	106	84066	0.0012609140437275
26034	16D	g_Coprococcus	CHJ-BPD/DS+	MAM-D	0	84066	0.0
26058	16D	g_Blautia	CHJ-BPD/DS+	MAM-D	563	84066	0.0066971189303642
26063	16D	g_Lachnoclostridium	CHJ-BPD/DS+	MAM-D	920	84066	0.0109437822663145
26069	16D	g_Lachnospiraceae NK4A136 group	CHJ-BPD/DS+	MAM-D	3386	84066	0.0402778769062403
26075	16D	g_Marvinbryantia	CHJ-BPD/DS+	MAM-D	368	84066	0.0043775129065258
26098	16D	g_Colidextribacter	CHJ-BPD/DS+	MAM-D	349	84066	0.0041515000118954
26108	16D	g_UCG-005	CHJ-BPD/DS+	MAM-D	230	84066	0.0027359455665786
26159	16D	g_Romboutsia	CHJ-BPD/DS+	MAM-D	293	84066	0.003485356743511
26194	16D	g_Fusobacterium	CHJ-BPD/DS+	MAM-D	579	84066	0.006887445578474
26221	16D	g_Candidatus Saccharimonas	CHJ-BPD/DS+	MAM-D	138	84066	0.0016415673399471
26371	16D	g_Escherichia-Shigella	CHJ-BPD/DS+	MAM-D	472	84066	0.0056146361192396
26372	16D	g_Klebsiella	CHJ-BPD/DS+	MAM-D	0	84066	0.0
26522	16F	g_Corynebacterium	CHJ-BPD/DS+	Fecal	18	169051	0.0001064767437045
26610	16F	g_Bacteroides	CHJ-BPD/DS+	Fecal	1129	169051	0.0066784579801361
26631	16F	g_Prevotella	CHJ-BPD/DS+	Fecal	3606	169051	0.021330840988814
26641	16F	g_dgA-11 gut group	CHJ-BPD/DS+	Fecal	10588	169051	0.0626319867968837
26684	16F	g_Campylobacter	CHJ-BPD/DS+	Fecal	79	169051	0.00046731459737
26686	16F	g_Helicobacter	CHJ-BPD/DS+	Fecal	12383	169051	0.0732500842940887
26768	16F	g_Allobaculum	CHJ-BPD/DS+	Fecal	4782	169051	0.0282873215775121
26784	16F	g_Aerococcus	CHJ-BPD/DS+	Fecal	23	169051	0.0001360536169558
26798	16F	g_Lactobacillus	CHJ-BPD/DS+	Fecal	967	169051	0.0057201672867951
26824	16F	g_Jeotgalicoccus	CHJ-BPD/DS+	Fecal	2	169051	1.1830749300506948e-05
26861	16F	g_Coprococcus	CHJ-BPD/DS+	Fecal	4376	169051	0.0258856794695092
26885	16F	g_Blautia	CHJ-BPD/DS+	Fecal	1431	169051	0.0084649011245127
26890	16F	g_Lachnoclostridium	CHJ-BPD/DS+	Fecal	1101	169051	0.006512827489929
26896	16F	g_Lachnospiraceae NK4A136 group	CHJ-BPD/DS+	Fecal	91	169051	0.000538299093173
26902	16F	g_Marvinbryantia	CHJ-BPD/DS+	Fecal	734	169051	0.004341884993286
26925	16F	g_Colidextribacter	CHJ-BPD/DS+	Fecal	7211	169051	0.0426557666029778
26935	16F	g_UCG-005	CHJ-BPD/DS+	Fecal	1945	169051	0.011505403694743
26986	16F	g_Romboutsia	CHJ-BPD/DS+	Fecal	1440	169051	0.008518139496365
27021	16F	g_Fusobacterium	CHJ-BPD/DS+	Fecal	6252	169051	0.0369829223133847
27048	16F	g_Candidatus Saccharimonas	CHJ-BPD/DS+	Fecal	1854	169051	0.0109671046015699
27198	16F	g_Escherichia-Shigella	CHJ-BPD/DS+	Fecal	1478	169051	0.0087429237330746
27199	16F	g_Klebsiella	CHJ-BPD/DS+	Fecal	652	169051	0.0038568242719652
27349	18A	g_Corynebacterium	CHJ-BPD/DS+	MAM-J	1	151146	6.616119513582893e-06
27437	18A	g_Bacteroides	CHJ-BPD/DS+	MAM-J	5783	151146	0.0382610191470498
27458	18A	g_Prevotella	CHJ-BPD/DS+	MAM-J	9	151146	5.954507562224604e-05
27468	18A	g_dgA-11 gut group	CHJ-BPD/DS+	MAM-J	2	151146	1.3232239027165788e-05
27511	18A	g_Campylobacter	CHJ-BPD/DS+	MAM-J	112	151146	0.0007410053855212
27513	18A	g_Helicobacter	CHJ-BPD/DS+	MAM-J	37	151146	0.0002447964220025
27595	18A	g_Allobaculum	CHJ-BPD/DS+	MAM-J	0	151146	0.0
27611	18A	g_Aerococcus	CHJ-BPD/DS+	MAM-J	12	151146	7.939343416299472e-05
27625	18A	g_Lactobacillus	CHJ-BPD/DS+	MAM-J	3242	151146	0.0214494594630357
27651	18A	g_Jeotgalicoccus	CHJ-BPD/DS+	MAM-J	5	151146	3.3080597567914464e-05
27688	18A	g_Coprococcus	CHJ-BPD/DS+	MAM-J	13	151146	8.600955367657762e-05
27712	18A	g_Blautia	CHJ-BPD/DS+	MAM-J	1	151146	6.616119513582893e-06
27717	18A	g_Lachnoclostridium	CHJ-BPD/DS+	MAM-J	161	151146	0.0010651952416868
27723	18A	g_Lachnospiraceae NK4A136 group	CHJ-BPD/DS+	MAM-J	4	151146	2.6464478054331573e-05
27729	18A	g_Marvinbryantia	CHJ-BPD/DS+	MAM-J	9	151146	5.954507562224604e-05
27752	18A	g_Colidextribacter	CHJ-BPD/DS+	MAM-J	0	151146	0.0
27762	18A	g_UCG-005	CHJ-BPD/DS+	MAM-J	0	151146	0.0
27813	18A	g_Romboutsia	CHJ-BPD/DS+	MAM-J	10	151146	6.616119513582893e-05
27848	18A	g_Fusobacterium	CHJ-BPD/DS+	MAM-J	10248	151146	0.0678019927751975
27875	18A	g_Candidatus Saccharimonas	CHJ-BPD/DS+	MAM-J	0	151146	0.0
28025	18A	g_Escherichia-Shigella	CHJ-BPD/DS+	MAM-J	52277	151146	0.3458708798115729
28026	18A	g_Klebsiella	CHJ-BPD/DS+	MAM-J	909	151146	0.0060140526378468
28176	18B	g_Corynebacterium	CHJ-BPD/DS+	MAM-I	5	139691	3.579328661116321e-05
28264	18B	g_Bacteroides	CHJ-BPD/DS+	MAM-I	23137	139691	0.1656298544644966
28285	18B	g_Prevotella	CHJ-BPD/DS+	MAM-I	2	139691	1.4317314644465285e-05
28295	18B	g_dgA-11 gut group	CHJ-BPD/DS+	MAM-I	1	139691	7.158657322232642e-06
28338	18B	g_Campylobacter	CHJ-BPD/DS+	MAM-I	216	139691	0.0015462699816022
28340	18B	g_Helicobacter	CHJ-BPD/DS+	MAM-I	52	139691	0.000372250180756
28422	18B	g_Allobaculum	CHJ-BPD/DS+	MAM-I	0	139691	0.0
28438	18B	g_Aerococcus	CHJ-BPD/DS+	MAM-I	51	139691	0.0003650915234338
28452	18B	g_Lactobacillus	CHJ-BPD/DS+	MAM-I	1500	139691	0.0107379859833489
28478	18B	g_Jeotgalicoccus	CHJ-BPD/DS+	MAM-I	17	139691	0.0001216971744779
28515	18B	g_Coprococcus	CHJ-BPD/DS+	MAM-I	2	139691	1.4317314644465285e-05
28539	18B	g_Blautia	CHJ-BPD/DS+	MAM-I	21	139691	0.0001503318037668
28544	18B	g_Lachnoclostridium	CHJ-BPD/DS+	MAM-I	690	139691	0.0049394735523405
28550	18B	g_Lachnospiraceae NK4A136 group	CHJ-BPD/DS+	MAM-I	5	139691	3.579328661116321e-05
28556	18B	g_Marvinbryantia	CHJ-BPD/DS+	MAM-I	20	139691	0.0001431731464446
28579	18B	g_Colidextribacter	CHJ-BPD/DS+	MAM-I	1	139691	7.158657322232642e-06
28589	18B	g_UCG-005	CHJ-BPD/DS+	MAM-I	10	139691	7.158657322232642e-05
28640	18B	g_Romboutsia	CHJ-BPD/DS+	MAM-I	18	139691	0.0001288558318001
28675	18B	g_Fusobacterium	CHJ-BPD/DS+	MAM-I	24506	139691	0.1754300563386331
28702	18B	g_Candidatus Saccharimonas	CHJ-BPD/DS+	MAM-I	1	139691	7.158657322232642e-06
28852	18B	g_Escherichia-Shigella	CHJ-BPD/DS+	MAM-I	15886	139691	0.1137224302209877
28853	18B	g_Klebsiella	CHJ-BPD/DS+	MAM-I	1462	139691	0.0104659570051041
29003	18C	g_Corynebacterium	CHJ-BPD/DS+	MAMLI	0	248617	0.0
29091	18C	g_Bacteroides	CHJ-BPD/DS+	MAMLI	1683	248617	0.0067694485895976
29112	18C	g_Prevotella	CHJ-BPD/DS+	MAMLI	0	248617	0.0
29122	18C	g_dgA-11 gut group	CHJ-BPD/DS+	MAMLI	4	248617	1.6089004372186937e-05
29165	18C	g_Campylobacter	CHJ-BPD/DS+	MAMLI	50	248617	0.0002011125546523
29167	18C	g_Helicobacter	CHJ-BPD/DS+	MAMLI	21	248617	8.446727295398143e-05
29249	18C	g_Allobaculum	CHJ-BPD/DS+	MAMLI	0	248617	0.0
29265	18C	g_Aerococcus	CHJ-BPD/DS+	MAMLI	3	248617	1.2066753279140203e-05
29279	18C	g_Lactobacillus	CHJ-BPD/DS+	MAMLI	9105	248617	0.0366225962021905
29305	18C	g_Jeotgalicoccus	CHJ-BPD/DS+	MAMLI	14	248617	5.631151530265428e-05
29342	18C	g_Coprococcus	CHJ-BPD/DS+	MAMLI	15	248617	6.033376639570102e-05
29366	18C	g_Blautia	CHJ-BPD/DS+	MAMLI	7	248617	2.815575765132714e-05
29371	18C	g_Lachnoclostridium	CHJ-BPD/DS+	MAMLI	60	248617	0.0002413350655828
29377	18C	g_Lachnospiraceae NK4A136 group	CHJ-BPD/DS+	MAMLI	0	248617	0.0
29383	18C	g_Marvinbryantia	CHJ-BPD/DS+	MAMLI	1	248617	4.022251093046734e-06
29406	18C	g_Colidextribacter	CHJ-BPD/DS+	MAMLI	0	248617	0.0
29416	18C	g_UCG-005	CHJ-BPD/DS+	MAMLI	0	248617	0.0
29467	18C	g_Romboutsia	CHJ-BPD/DS+	MAMLI	3	248617	1.2066753279140203e-05
29502	18C	g_Fusobacterium	CHJ-BPD/DS+	MAMLI	6046	248617	0.0243185301085605
29529	18C	g_Candidatus Saccharimonas	CHJ-BPD/DS+	MAMLI	0	248617	0.0
29679	18C	g_Escherichia-Shigella	CHJ-BPD/DS+	MAMLI	126409	248617	0.5084487384209446
29680	18C	g_Klebsiella	CHJ-BPD/DS+	MAMLI	622	248617	0.002501840179875
29830	18D	g_Corynebacterium	CHJ-BPD/DS+	MAM-D	1	188938	5.292741534259916e-06
29918	18D	g_Bacteroides	CHJ-BPD/DS+	MAM-D	19866	188938	0.1051456033196074
29939	18D	g_Prevotella	CHJ-BPD/DS+	MAM-D	5	188938	2.646370767129958e-05
29949	18D	g_dgA-11 gut group	CHJ-BPD/DS+	MAM-D	5	188938	2.646370767129958e-05
29992	18D	g_Campylobacter	CHJ-BPD/DS+	MAM-D	1215	188938	0.0064306809641257
29994	18D	g_Helicobacter	CHJ-BPD/DS+	MAM-D	92	188938	0.0004869322211519
30076	18D	g_Allobaculum	CHJ-BPD/DS+	MAM-D	3	188938	1.5878224602779747e-05
30092	18D	g_Aerococcus	CHJ-BPD/DS+	MAM-D	2	188938	1.0585483068519831e-05
30106	18D	g_Lactobacillus	CHJ-BPD/DS+	MAM-D	13897	188938	0.07355322910161
30132	18D	g_Jeotgalicoccus	CHJ-BPD/DS+	MAM-D	1	188938	5.292741534259916e-06
30169	18D	g_Coprococcus	CHJ-BPD/DS+	MAM-D	22	188938	0.0001164403137537
30193	18D	g_Blautia	CHJ-BPD/DS+	MAM-D	49	188938	0.0002593443351787
30198	18D	g_Lachnoclostridium	CHJ-BPD/DS+	MAM-D	510	188938	0.0026992981824725
30204	18D	g_Lachnospiraceae NK4A136 group	CHJ-BPD/DS+	MAM-D	2	188938	1.0585483068519831e-05
30210	18D	g_Marvinbryantia	CHJ-BPD/DS+	MAM-D	17	188938	8.997660608241857e-05
30233	18D	g_Colidextribacter	CHJ-BPD/DS+	MAM-D	0	188938	0.0
30243	18D	g_UCG-005	CHJ-BPD/DS+	MAM-D	0	188938	0.0
30294	18D	g_Romboutsia	CHJ-BPD/DS+	MAM-D	92	188938	0.0004869322211519
30329	18D	g_Fusobacterium	CHJ-BPD/DS+	MAM-D	17421	188938	0.0922048502683419
30356	18D	g_Candidatus Saccharimonas	CHJ-BPD/DS+	MAM-D	1	188938	5.292741534259916e-06
30506	18D	g_Escherichia-Shigella	CHJ-BPD/DS+	MAM-D	15642	188938	0.0827890630788936
30507	18D	g_Klebsiella	CHJ-BPD/DS+	MAM-D	3376	188938	0.0178682954196614
30657	18F	g_Corynebacterium	CHJ-BPD/DS+	Fecal	1	191844	5.21256854527637e-06
30745	18F	g_Bacteroides	CHJ-BPD/DS+	Fecal	15595	191844	0.081290006463585
30766	18F	g_Prevotella	CHJ-BPD/DS+	Fecal	8	191844	4.170054836221096e-05
30776	18F	g_dgA-11 gut group	CHJ-BPD/DS+	Fecal	20	191844	0.0001042513709055
30819	18F	g_Campylobacter	CHJ-BPD/DS+	Fecal	245	191844	0.0012770792935927
30821	18F	g_Helicobacter	CHJ-BPD/DS+	Fecal	53	191844	0.0002762661328996
30903	18F	g_Allobaculum	CHJ-BPD/DS+	Fecal	0	191844	0.0
30919	18F	g_Aerococcus	CHJ-BPD/DS+	Fecal	1	191844	5.21256854527637e-06
30933	18F	g_Lactobacillus	CHJ-BPD/DS+	Fecal	1732	191844	0.0090281687204186
30959	18F	g_Jeotgalicoccus	CHJ-BPD/DS+	Fecal	0	191844	0.0
30996	18F	g_Coprococcus	CHJ-BPD/DS+	Fecal	8	191844	4.170054836221096e-05
31020	18F	g_Blautia	CHJ-BPD/DS+	Fecal	6	191844	3.1275411271658224e-05
31025	18F	g_Lachnoclostridium	CHJ-BPD/DS+	Fecal	25	191844	0.0001303142136319
31031	18F	g_Lachnospiraceae NK4A136 group	CHJ-BPD/DS+	Fecal	0	191844	0.0
31037	18F	g_Marvinbryantia	CHJ-BPD/DS+	Fecal	63	191844	0.0003283918183524
31060	18F	g_Colidextribacter	CHJ-BPD/DS+	Fecal	0	191844	0.0
31070	18F	g_UCG-005	CHJ-BPD/DS+	Fecal	0	191844	0.0
31121	18F	g_Romboutsia	CHJ-BPD/DS+	Fecal	64	191844	0.0003336043868976
31156	18F	g_Fusobacterium	CHJ-BPD/DS+	Fecal	25759	191844	0.134270553157774
31183	18F	g_Candidatus Saccharimonas	CHJ-BPD/DS+	Fecal	0	191844	0.0
31333	18F	g_Escherichia-Shigella	CHJ-BPD/DS+	Fecal	89895	191844	0.4685838493776193
31334	18F	g_Klebsiella	CHJ-BPD/DS+	Fecal	354	191844	0.0018452492650278
31484	19A	g_Corynebacterium	CHJ-BPD/DS+	MAM-J	6841	192272	0.0355798036115503
31572	19A	g_Bacteroides	CHJ-BPD/DS+	MAM-J	0	192272	0.0
31593	19A	g_Prevotella	CHJ-BPD/DS+	MAM-J	0	192272	0.0
31603	19A	g_dgA-11 gut group	CHJ-BPD/DS+	MAM-J	961	192272	0.0049981276524923
31646	19A	g_Campylobacter	CHJ-BPD/DS+	MAM-J	1	192272	5.200965299159524e-06
31648	19A	g_Helicobacter	CHJ-BPD/DS+	MAM-J	5192	192272	0.0270034118332362
31730	19A	g_Allobaculum	CHJ-BPD/DS+	MAM-J	26412	192272	0.1373678954814013
31746	19A	g_Aerococcus	CHJ-BPD/DS+	MAM-J	9566	192272	0.04975243405176
31760	19A	g_Lactobacillus	CHJ-BPD/DS+	MAM-J	656	192272	0.0034118332362486
31786	19A	g_Jeotgalicoccus	CHJ-BPD/DS+	MAM-J	738	192272	0.0038383123907797
31823	19A	g_Coprococcus	CHJ-BPD/DS+	MAM-J	1	192272	5.200965299159524e-06
31847	19A	g_Blautia	CHJ-BPD/DS+	MAM-J	40572	192272	0.2110135641175002
31852	19A	g_Lachnoclostridium	CHJ-BPD/DS+	MAM-J	11309	192272	0.058817716568195
31858	19A	g_Lachnospiraceae NK4A136 group	CHJ-BPD/DS+	MAM-J	22	192272	0.0001144212365815
31864	19A	g_Marvinbryantia	CHJ-BPD/DS+	MAM-J	4399	192272	0.0228790463510027
31887	19A	g_Colidextribacter	CHJ-BPD/DS+	MAM-J	114	192272	0.0005929100441041
31897	19A	g_UCG-005	CHJ-BPD/DS+	MAM-J	869	192272	0.0045196388449696
31948	19A	g_Romboutsia	CHJ-BPD/DS+	MAM-J	8	192272	4.160772239327619e-05
31983	19A	g_Fusobacterium	CHJ-BPD/DS+	MAM-J	257	192272	0.0013366480818839
32010	19A	g_Candidatus Saccharimonas	CHJ-BPD/DS+	MAM-J	0	192272	0.0
32160	19A	g_Escherichia-Shigella	CHJ-BPD/DS+	MAM-J	381	192272	0.0019815677789797
32161	19A	g_Klebsiella	CHJ-BPD/DS+	MAM-J	79	192272	0.0004108762586336
32311	19B	g_Corynebacterium	CHJ-BPD/DS+	MAM-I	2525	188098	0.0134238535231634
32399	19B	g_Bacteroides	CHJ-BPD/DS+	MAM-I	1	188098	5.316377632936023e-06
32420	19B	g_Prevotella	CHJ-BPD/DS+	MAM-I	0	188098	0.0
32430	19B	g_dgA-11 gut group	CHJ-BPD/DS+	MAM-I	766	188098	0.0040723452668289
32473	19B	g_Campylobacter	CHJ-BPD/DS+	MAM-I	141	188098	0.0007496092462439
32475	19B	g_Helicobacter	CHJ-BPD/DS+	MAM-I	3041	188098	0.0161671043817584
32557	19B	g_Allobaculum	CHJ-BPD/DS+	MAM-I	604	188098	0.0032110920902933
32573	19B	g_Aerococcus	CHJ-BPD/DS+	MAM-I	4028	188098	0.0214143691054662
32587	19B	g_Lactobacillus	CHJ-BPD/DS+	MAM-I	13933	188098	0.0740730895596976
32613	19B	g_Jeotgalicoccus	CHJ-BPD/DS+	MAM-I	841	188098	0.0044710735892991
32650	19B	g_Coprococcus	CHJ-BPD/DS+	MAM-I	4	188098	2.126551053174409e-05
32674	19B	g_Blautia	CHJ-BPD/DS+	MAM-I	3646	188098	0.0193835128496847
32679	19B	g_Lachnoclostridium	CHJ-BPD/DS+	MAM-I	813	188098	0.0043222150155769
32685	19B	g_Lachnospiraceae NK4A136 group	CHJ-BPD/DS+	MAM-I	13	188098	6.91129092281683e-05
32691	19B	g_Marvinbryantia	CHJ-BPD/DS+	MAM-I	61	188098	0.000324299035609
32714	19B	g_Colidextribacter	CHJ-BPD/DS+	MAM-I	23	188098	0.0001222766855575
32724	19B	g_UCG-005	CHJ-BPD/DS+	MAM-I	23	188098	0.0001222766855575
32775	19B	g_Romboutsia	CHJ-BPD/DS+	MAM-I	4130	188098	0.0219566396240257
32810	19B	g_Fusobacterium	CHJ-BPD/DS+	MAM-I	25	188098	0.0001329094408234
32837	19B	g_Candidatus Saccharimonas	CHJ-BPD/DS+	MAM-I	4	188098	2.126551053174409e-05
32987	19B	g_Escherichia-Shigella	CHJ-BPD/DS+	MAM-I	1719	188098	0.009138853151017
32988	19B	g_Klebsiella	CHJ-BPD/DS+	MAM-I	97	188098	0.0005156886303947
33138	19C	g_Corynebacterium	CHJ-BPD/DS+	MAMLI	51	104659	0.0004872968402144
33226	19C	g_Bacteroides	CHJ-BPD/DS+	MAMLI	33	104659	0.0003153097201387
33247	19C	g_Prevotella	CHJ-BPD/DS+	MAMLI	0	104659	0.0
33257	19C	g_dgA-11 gut group	CHJ-BPD/DS+	MAMLI	417	104659	0.0039843682817531
33300	19C	g_Campylobacter	CHJ-BPD/DS+	MAMLI	0	104659	0.0
33302	19C	g_Helicobacter	CHJ-BPD/DS+	MAMLI	76098	104659	0.7271042146399258
33384	19C	g_Allobaculum	CHJ-BPD/DS+	MAMLI	967	104659	0.0092395302840653
33400	19C	g_Aerococcus	CHJ-BPD/DS+	MAMLI	246	104659	0.0023504906410342
33414	19C	g_Lactobacillus	CHJ-BPD/DS+	MAMLI	197	104659	0.0018823034808282
33440	19C	g_Jeotgalicoccus	CHJ-BPD/DS+	MAMLI	0	104659	0.0
33477	19C	g_Coprococcus	CHJ-BPD/DS+	MAMLI	0	104659	0.0
33501	19C	g_Blautia	CHJ-BPD/DS+	MAMLI	964	104659	0.0092108657640527
33506	19C	g_Lachnoclostridium	CHJ-BPD/DS+	MAMLI	572	104659	0.0054653684824047
33512	19C	g_Lachnospiraceae NK4A136 group	CHJ-BPD/DS+	MAMLI	21	104659	0.0002006516400882
33518	19C	g_Marvinbryantia	CHJ-BPD/DS+	MAMLI	29	104659	0.0002770903601219
33541	19C	g_Colidextribacter	CHJ-BPD/DS+	MAMLI	173	104659	0.0016529873207273
33551	19C	g_UCG-005	CHJ-BPD/DS+	MAMLI	0	104659	0.0
33602	19C	g_Romboutsia	CHJ-BPD/DS+	MAMLI	6	104659	5.732904002522478e-05
33637	19C	g_Fusobacterium	CHJ-BPD/DS+	MAMLI	254	104659	0.0024269293610678
33664	19C	g_Candidatus Saccharimonas	CHJ-BPD/DS+	MAMLI	0	104659	0.0
33814	19C	g_Escherichia-Shigella	CHJ-BPD/DS+	MAMLI	164	104659	0.0015669937606894
33815	19C	g_Klebsiella	CHJ-BPD/DS+	MAMLI	0	104659	0.0
33965	19D	g_Corynebacterium	CHJ-BPD/DS+	MAM-D	2442	180890	0.0134999170766764
34053	19D	g_Bacteroides	CHJ-BPD/DS+	MAM-D	343	180890	0.0018961799988943
34074	19D	g_Prevotella	CHJ-BPD/DS+	MAM-D	195	180890	0.0010780032063685
34084	19D	g_dgA-11 gut group	CHJ-BPD/DS+	MAM-D	2948	180890	0.0162971971916634
34127	19D	g_Campylobacter	CHJ-BPD/DS+	MAM-D	0	180890	0.0
34129	19D	g_Helicobacter	CHJ-BPD/DS+	MAM-D	3879	180890	0.0214439714743766
34211	19D	g_Allobaculum	CHJ-BPD/DS+	MAM-D	5252	180890	0.0290342196915252
34227	19D	g_Aerococcus	CHJ-BPD/DS+	MAM-D	2550	180890	0.0140969650063574
34241	19D	g_Lactobacillus	CHJ-BPD/DS+	MAM-D	1094	180890	0.0060478743988059
34267	19D	g_Jeotgalicoccus	CHJ-BPD/DS+	MAM-D	0	180890	0.0
34304	19D	g_Coprococcus	CHJ-BPD/DS+	MAM-D	0	180890	0.0
34328	19D	g_Blautia	CHJ-BPD/DS+	MAM-D	17561	180890	0.0970810990104483
34333	19D	g_Lachnoclostridium	CHJ-BPD/DS+	MAM-D	3271	180890	0.0180828127591353
34339	19D	g_Lachnospiraceae NK4A136 group	CHJ-BPD/DS+	MAM-D	71	180890	0.0003925037315495
34345	19D	g_Marvinbryantia	CHJ-BPD/DS+	MAM-D	2966	180890	0.0163967051799436
34368	19D	g_Colidextribacter	CHJ-BPD/DS+	MAM-D	534	180890	0.0029520703189783
34378	19D	g_UCG-005	CHJ-BPD/DS+	MAM-D	159	180890	0.0008789872298081
34429	19D	g_Romboutsia	CHJ-BPD/DS+	MAM-D	55	180890	0.0003040521864116
34464	19D	g_Fusobacterium	CHJ-BPD/DS+	MAM-D	2390	180890	0.0132124495549781
34491	19D	g_Candidatus Saccharimonas	CHJ-BPD/DS+	MAM-D	40	180890	0.0002211288628448
34641	19D	g_Escherichia-Shigella	CHJ-BPD/DS+	MAM-D	601	180890	0.0033224611642434
34642	19D	g_Klebsiella	CHJ-BPD/DS+	MAM-D	39	180890	0.0002156006412737
34792	20A	g_Corynebacterium	CHJ-BPD/DS+	MAM-J	30	201763	0.0001486893037871
34880	20A	g_Bacteroides	CHJ-BPD/DS+	MAM-J	5301	201763	0.0262733999791834
34901	20A	g_Prevotella	CHJ-BPD/DS+	MAM-J	25	201763	0.0001239077531559
34911	20A	g_dgA-11 gut group	CHJ-BPD/DS+	MAM-J	89	201763	0.0004411116012351
34954	20A	g_Campylobacter	CHJ-BPD/DS+	MAM-J	2993	201763	0.0148342362078279
34956	20A	g_Helicobacter	CHJ-BPD/DS+	MAM-J	690	201763	0.0034198539871036
35038	20A	g_Allobaculum	CHJ-BPD/DS+	MAM-J	76	201763	0.000376679569594
35054	20A	g_Aerococcus	CHJ-BPD/DS+	MAM-J	19	201763	9.416989239850715e-05
35068	20A	g_Lactobacillus	CHJ-BPD/DS+	MAM-J	31	201763	0.0001536456139133
35094	20A	g_Jeotgalicoccus	CHJ-BPD/DS+	MAM-J	103	201763	0.0005104999430024
35131	20A	g_Coprococcus	CHJ-BPD/DS+	MAM-J	4	201763	1.982524050494888e-05
35155	20A	g_Blautia	CHJ-BPD/DS+	MAM-J	132	201763	0.0006542329366633
35160	20A	g_Lachnoclostridium	CHJ-BPD/DS+	MAM-J	1893	201763	0.009382295068967
35166	20A	g_Lachnospiraceae NK4A136 group	CHJ-BPD/DS+	MAM-J	0	201763	0.0
35172	20A	g_Marvinbryantia	CHJ-BPD/DS+	MAM-J	0	201763	0.0
35195	20A	g_Colidextribacter	CHJ-BPD/DS+	MAM-J	355	201763	0.0017594900948142
35205	20A	g_UCG-005	CHJ-BPD/DS+	MAM-J	42	201763	0.0002081650253019
35256	20A	g_Romboutsia	CHJ-BPD/DS+	MAM-J	119	201763	0.0005898009050222
35291	20A	g_Fusobacterium	CHJ-BPD/DS+	MAM-J	33230	201763	0.1646981854948628
35318	20A	g_Candidatus Saccharimonas	CHJ-BPD/DS+	MAM-J	0	201763	0.0
35468	20A	g_Escherichia-Shigella	CHJ-BPD/DS+	MAM-J	58761	201763	0.2912377393278252
35469	20A	g_Klebsiella	CHJ-BPD/DS+	MAM-J	126	201763	0.0006244950759058
35619	20B	g_Corynebacterium	CHJ-BPD/DS+	MAM-I	1448	187721	0.0077135749330122
35707	20B	g_Bacteroides	CHJ-BPD/DS+	MAM-I	1605	187721	0.0085499224913568
35728	20B	g_Prevotella	CHJ-BPD/DS+	MAM-I	0	187721	0.0
35738	20B	g_dgA-11 gut group	CHJ-BPD/DS+	MAM-I	177	187721	0.0009428886485795
35781	20B	g_Campylobacter	CHJ-BPD/DS+	MAM-I	1068	187721	0.0056892942185477
35783	20B	g_Helicobacter	CHJ-BPD/DS+	MAM-I	351	187721	0.0018697961336238
35865	20B	g_Allobaculum	CHJ-BPD/DS+	MAM-I	196	187721	0.0010441026843027
35881	20B	g_Aerococcus	CHJ-BPD/DS+	MAM-I	9238	187721	0.0492113295795355
35895	20B	g_Lactobacillus	CHJ-BPD/DS+	MAM-I	742	187721	0.0039526744477176
35921	20B	g_Jeotgalicoccus	CHJ-BPD/DS+	MAM-I	736	187721	0.0039207121206471
35958	20B	g_Coprococcus	CHJ-BPD/DS+	MAM-I	0	187721	0.0
35982	20B	g_Blautia	CHJ-BPD/DS+	MAM-I	2180	187721	0.0116129788356124
35987	20B	g_Lachnoclostridium	CHJ-BPD/DS+	MAM-I	949	187721	0.0050553747316496
35993	20B	g_Lachnospiraceae NK4A136 group	CHJ-BPD/DS+	MAM-I	20	187721	0.0001065410902349
35999	20B	g_Marvinbryantia	CHJ-BPD/DS+	MAM-I	76	187721	0.0004048561428929
36022	20B	g_Colidextribacter	CHJ-BPD/DS+	MAM-I	8	187721	4.261643609399055e-05
36032	20B	g_UCG-005	CHJ-BPD/DS+	MAM-I	78	187721	0.0004155102519164
36083	20B	g_Romboutsia	CHJ-BPD/DS+	MAM-I	113	187721	0.0006019571598276
36118	20B	g_Fusobacterium	CHJ-BPD/DS+	MAM-I	18328	187721	0.0976342550913323
36145	20B	g_Candidatus Saccharimonas	CHJ-BPD/DS+	MAM-I	0	187721	0.0
36295	20B	g_Escherichia-Shigella	CHJ-BPD/DS+	MAM-I	11041	187721	0.0588160088642187
36296	20B	g_Klebsiella	CHJ-BPD/DS+	MAM-I	686	187721	0.0036543593950596
